date,price_sterling,period
19/05/2018,68.01,10
19/05/2018,63.43,11
19/05/2018,49.92,12
19/05/2018,45.5,13
19/05/2018,41.11,14
19/05/2018,40.05,15
19/05/2018,41.9,16
19/05/2018,44.9,17
19/05/2018,52.3,18
19/05/2018,63.6,19
19/05/2018,71.92,20
19/05/2018,69.93,21
19/05/2018,69.3,22
19/05/2018,54.06,23
20/05/2018,58,0
20/05/2018,54,1
20/05/2018,59,2
20/05/2018,52.6,3
20/05/2018,46,4
20/05/2018,40,5
20/05/2018,40,6
20/05/2018,40,7
20/05/2018,46.97,8
20/05/2018,50,9
20/05/2018,49.99,10
20/05/2018,60.06,11
20/05/2018,47.24,12
20/05/2018,47.24,13
20/05/2018,50.5,14
20/05/2018,47.24,15
20/05/2018,45,16
20/05/2018,47.24,17
20/05/2018,58,18
20/05/2018,64.3,19
20/05/2018,70,20
20/05/2018,72,21
20/05/2018,76.5,22
20/05/2018,67.4,23
21/05/2018,59.9,0
21/05/2018,46,1
21/05/2018,46,2
21/05/2018,44,3
21/05/2018,42,4
21/05/2018,41.5,5
21/05/2018,43.7,6
21/05/2018,58,7
21/05/2018,53.8,8
21/05/2018,68.5,9
21/05/2018,59.7,10
21/05/2018,54,11
21/05/2018,50,12
21/05/2018,50.46,13
21/05/2018,50.01,14
21/05/2018,47.24,15
21/05/2018,47.24,16
21/05/2018,62.4,17
21/05/2018,74,18
21/05/2018,74.36,19
21/05/2018,66,20
21/05/2018,59.5,21
21/05/2018,57.4,22
21/05/2018,46.2,23
22/05/2018,59.99,0
22/05/2018,49.9,1
22/05/2018,45.37,2
22/05/2018,42.13,3
22/05/2018,41.92,4
22/05/2018,41,5
22/05/2018,42.4,6
22/05/2018,49.37,7
22/05/2018,53.49,8
22/05/2018,63.63,9
22/05/2018,54.68,10
22/05/2018,51.2,11
22/05/2018,52.03,12
22/05/2018,56,13
22/05/2018,52.9,14
22/05/2018,53,15
22/05/2018,53.1,16
22/05/2018,57,17
22/05/2018,67.4,18
22/05/2018,69,19
22/05/2018,73,20
22/05/2018,64,21
22/05/2018,66,22
22/05/2018,48.55,23
23/05/2018,56.07,0
23/05/2018,49.9,1
23/05/2018,47.52,2
23/05/2018,46.7,3
23/05/2018,46.7,4
23/05/2018,43.3,5
23/05/2018,47.39,6
23/05/2018,52.7,7
23/05/2018,59.75,8
23/05/2018,76.5,9
23/05/2018,63.26,10
23/05/2018,52.89,11
23/05/2018,48.93,12
23/05/2018,48.93,13
23/05/2018,47.57,14
23/05/2018,47.02,15
23/05/2018,48,16
23/05/2018,49.43,17
23/05/2018,68,18
23/05/2018,74.3,19
23/05/2018,73.73,20
23/05/2018,58.9,21
23/05/2018,60,22
23/05/2018,48,23
24/05/2018,56.63,0
24/05/2018,51.95,1
24/05/2018,47.28,2
24/05/2018,47,3
24/05/2018,47,4
24/05/2018,46.7,5
24/05/2018,47.02,6
24/05/2018,52.07,7
24/05/2018,51,8
24/05/2018,70.1,9
24/05/2018,72.6,10
24/05/2018,61.8,11
24/05/2018,54.8,12
24/05/2018,53.6,13
24/05/2018,49.96,14
24/05/2018,49.07,15
24/05/2018,48.87,16
24/05/2018,65.6,17
24/05/2018,71.94,18
24/05/2018,70.7,19
24/05/2018,65.4,20
24/05/2018,58,21
24/05/2018,56.63,22
24/05/2018,50,23
25/05/2018,64,0
25/05/2018,59.9,1
25/05/2018,50,2
25/05/2018,48,3
25/05/2018,47.05,4
25/05/2018,46,5
25/05/2018,44,6
25/05/2018,55,7
25/05/2018,61,8
25/05/2018,75.7,9
25/05/2018,77.78,10
25/05/2018,72,11
25/05/2018,63.25,12
25/05/2018,58,13
25/05/2018,49.22,14
25/05/2018,48.08,15
25/05/2018,47.8,16
25/05/2018,49.22,17
25/05/2018,55.1,18
25/05/2018,67,19
25/05/2018,68,20
25/05/2018,59,21
25/05/2018,62,22
25/05/2018,54,23
26/05/2018,70.09,0
26/05/2018,59.97,1
26/05/2018,55,2
26/05/2018,55,3
26/05/2018,49.2,4
26/05/2018,42,5
26/05/2018,40.07,6
26/05/2018,45.06,7
26/05/2018,49.94,8
26/05/2018,70,9
26/05/2018,75.98,10
26/05/2018,75.91,11
26/05/2018,58,12
26/05/2018,48,13
26/05/2018,46,14
26/05/2018,42.93,15
26/05/2018,44,16
26/05/2018,46.1,17
26/05/2018,52.3,18
26/05/2018,69.6,19
26/05/2018,65.5,20
26/05/2018,60,21
26/05/2018,55.5,22
26/05/2018,46.5,23
27/05/2018,57.37,0
27/05/2018,41.97,1
27/05/2018,34,2
27/05/2018,27.99,3
27/05/2018,31.6,4
27/05/2018,24.65,5
27/05/2018,22.41,6
27/05/2018,25.6,7
27/05/2018,28.2,8
27/05/2018,34,9
27/05/2018,46,10
27/05/2018,55,11
27/05/2018,57,12
27/05/2018,59,13
27/05/2018,48,14
27/05/2018,44,15
27/05/2018,46.2,16
27/05/2018,58,17
27/05/2018,63.09,18
27/05/2018,51,19
27/05/2018,62,20
27/05/2018,64,21
27/05/2018,78,22
27/05/2018,70,23
28/05/2018,80,0
28/05/2018,50,1
28/05/2018,63.2,2
28/05/2018,54.6,3
28/05/2018,47.7,4
28/05/2018,47.6,5
28/05/2018,52,6
28/05/2018,76.52,7
28/05/2018,48.76,8
28/05/2018,56.05,9
28/05/2018,64,10
28/05/2018,68.5,11
28/05/2018,61.8,12
28/05/2018,58.14,13
28/05/2018,58.52,14
28/05/2018,52.6,15
28/05/2018,58,16
28/05/2018,63.52,17
28/05/2018,70,18
28/05/2018,72.68,19
28/05/2018,70.11,20
28/05/2018,61,21
28/05/2018,61.45,22
28/05/2018,47.4,23
29/05/2018,56,0
29/05/2018,51.92,1
29/05/2018,45.9,2
29/05/2018,45.5,3
29/05/2018,40.83,4
29/05/2018,38,5
29/05/2018,41.03,6
29/05/2018,47.57,7
29/05/2018,52.5,8
29/05/2018,70,9
29/05/2018,72.88,10
29/05/2018,66.79,11
29/05/2018,60,12
29/05/2018,55.9,13
29/05/2018,50,14
29/05/2018,46.86,15
29/05/2018,49.99,16
29/05/2018,60,17
29/05/2018,63.09,18
29/05/2018,61.4,19
29/05/2018,61.9,20
29/05/2018,52,21
29/05/2018,60,22
29/05/2018,46.86,23
30/05/2018,56.03,0
30/05/2018,47.86,1
30/05/2018,46.1,2
30/05/2018,45.53,3
30/05/2018,45.3,4
30/05/2018,45.3,5
30/05/2018,47.35,6
30/05/2018,58.8,7
30/05/2018,49.93,8
30/05/2018,67.5,9
30/05/2018,63.6,10
30/05/2018,62.1,11
30/05/2018,64.7,12
30/05/2018,67.41,13
30/05/2018,59.9,14
30/05/2018,59.4,15
30/05/2018,60,16
30/05/2018,73.54,17
30/05/2018,72.01,18
30/05/2018,72,19
30/05/2018,65.9,20
30/05/2018,58.22,21
30/05/2018,62,22
30/05/2018,50.45,23
31/05/2018,56.07,0
31/05/2018,52.96,1
31/05/2018,50,2
31/05/2018,48.12,3
31/05/2018,48,4
31/05/2018,48,5
31/05/2018,48.2,6
31/05/2018,57.04,7
31/05/2018,52,8
31/05/2018,69.4,9
31/05/2018,73.38,10
31/05/2018,70,11
31/05/2018,62,12
31/05/2018,64,13
31/05/2018,50.95,14
31/05/2018,49.96,15
31/05/2018,55,16
31/05/2018,67.95,17
31/05/2018,72.19,18
31/05/2018,70,19
31/05/2018,67.78,20
31/05/2018,55.99,21
31/05/2018,52,22
31/05/2018,48.1,23
01/06/2018,60,0
01/06/2018,53.8,1
01/06/2018,48.7,2
01/06/2018,48.1,3
01/06/2018,47.56,4
01/06/2018,47,5
01/06/2018,48.89,6
01/06/2018,57.54,7
01/06/2018,54.9,8
01/06/2018,70,9
01/06/2018,78,10
01/06/2018,74,11
01/06/2018,66.34,12
01/06/2018,63,13
01/06/2018,56,14
01/06/2018,50.76,15
01/06/2018,50.22,16
01/06/2018,59.2,17
01/06/2018,65,18
01/06/2018,62,19
01/06/2018,70,20
01/06/2018,58,21
01/06/2018,60.2,22
01/06/2018,54.22,23
02/06/2018,64,0
02/06/2018,50.7,1
02/06/2018,53.7,2
02/06/2018,47.2,3
02/06/2018,46,4
02/06/2018,44,5
02/06/2018,44.07,6
02/06/2018,45.69,7
02/06/2018,47.03,8
02/06/2018,52,9
02/06/2018,74,10
02/06/2018,70,11
02/06/2018,64.1,12
02/06/2018,53.36,13
02/06/2018,47.4,14
02/06/2018,46.5,15
02/06/2018,46.5,16
02/06/2018,48.08,17
02/06/2018,56.5,18
02/06/2018,70.01,19
02/06/2018,76,20
02/06/2018,72.43,21
02/06/2018,72,22
02/06/2018,55,23
03/06/2018,64,0
03/06/2018,51.99,1
03/06/2018,51.99,2
03/06/2018,52.7,3
03/06/2018,47.09,4
03/06/2018,42,5
03/06/2018,41,6
03/06/2018,43.9,7
03/06/2018,42,8
03/06/2018,44.8,9
03/06/2018,53.96,10
03/06/2018,55.4,11
03/06/2018,56.6,12
03/06/2018,61,13
03/06/2018,48,14
03/06/2018,47.03,15
03/06/2018,47.59,16
03/06/2018,54.4,17
03/06/2018,54,18
03/06/2018,67,19
03/06/2018,74.8,20
03/06/2018,71.7,21
03/06/2018,71.7,22
03/06/2018,62.97,23
04/06/2018,60.05,0
04/06/2018,47.57,1
04/06/2018,47.14,2
04/06/2018,45.46,3
04/06/2018,45.06,4
04/06/2018,42.67,5
04/06/2018,47.95,6
04/06/2018,55.3,7
04/06/2018,55.01,8
04/06/2018,61.16,9
04/06/2018,69,10
04/06/2018,74,11
04/06/2018,72.04,12
04/06/2018,68,13
04/06/2018,57.14,14
04/06/2018,48.09,15
04/06/2018,47.76,16
04/06/2018,67.46,17
04/06/2018,71.96,18
04/06/2018,71.94,19
04/06/2018,62,20
04/06/2018,50,21
04/06/2018,59.42,22
04/06/2018,47.48,23
05/06/2018,57.07,0
05/06/2018,48.28,1
05/06/2018,46.58,2
05/06/2018,44,3
05/06/2018,43,4
05/06/2018,42.1,5
05/06/2018,46.14,6
05/06/2018,57,7
05/06/2018,56.29,8
05/06/2018,64,9
05/06/2018,73.31,10
05/06/2018,70.97,11
05/06/2018,62.62,12
05/06/2018,60,13
05/06/2018,50.33,14
05/06/2018,48.14,15
05/06/2018,47.84,16
05/06/2018,49.6,17
05/06/2018,60,18
05/06/2018,61.23,19
05/06/2018,61.1,20
05/06/2018,53.1,21
05/06/2018,60,22
05/06/2018,48.29,23
06/06/2018,60.01,0
06/06/2018,49.66,1
06/06/2018,49.01,2
06/06/2018,47.96,3
06/06/2018,44.97,4
06/06/2018,44,5
06/06/2018,47.99,6
06/06/2018,54.8,7
06/06/2018,58.55,8
06/06/2018,75,9
06/06/2018,72,10
06/06/2018,64.05,11
06/06/2018,55.21,12
06/06/2018,56,13
06/06/2018,51.2,14
06/06/2018,48.97,15
06/06/2018,52.71,16
06/06/2018,61.94,17
06/06/2018,70.01,18
06/06/2018,75,19
06/06/2018,75,20
06/06/2018,69.95,21
06/06/2018,55.8,22
06/06/2018,48.7,23
07/06/2018,62,0
07/06/2018,48.5,1
07/06/2018,46.8,2
07/06/2018,45.4,3
07/06/2018,37.92,4
07/06/2018,37.95,5
07/06/2018,45.31,6
07/06/2018,53,7
07/06/2018,55.01,8
07/06/2018,63.08,9
07/06/2018,62,10
07/06/2018,61.37,11
07/06/2018,58,12
07/06/2018,57.41,13
07/06/2018,50.89,14
07/06/2018,49.97,15
07/06/2018,48.59,16
07/06/2018,58,17
07/06/2018,70.9,18
07/06/2018,66.1,19
07/06/2018,71.83,20
07/06/2018,59.38,21
07/06/2018,60.47,22
07/06/2018,47.82,23
08/06/2018,55.7,0
08/06/2018,49.1,1
08/06/2018,46.4,2
08/06/2018,45.2,3
08/06/2018,45.27,4
08/06/2018,41.07,5
08/06/2018,46.4,6
08/06/2018,52,7
08/06/2018,55.96,8
08/06/2018,68,9
08/06/2018,71.56,10
08/06/2018,70.01,11
08/06/2018,67.89,12
08/06/2018,65,13
08/06/2018,58,14
08/06/2018,48,15
08/06/2018,47.41,16
08/06/2018,60,17
08/06/2018,64,18
08/06/2018,63,19
08/06/2018,64,20
08/06/2018,54,21
08/06/2018,54,22
08/06/2018,47.95,23
09/06/2018,60.01,0
09/06/2018,58,1
09/06/2018,55.8,2
09/06/2018,47.2,3
09/06/2018,46,4
09/06/2018,43,5
09/06/2018,40.98,6
09/06/2018,45.55,7
09/06/2018,45.09,8
09/06/2018,55.8,9
09/06/2018,68,10
09/06/2018,65.8,11
09/06/2018,64,12
09/06/2018,49.51,13
09/06/2018,46.88,14
09/06/2018,46.1,15
09/06/2018,46.6,16
09/06/2018,48.2,17
09/06/2018,66,18
09/06/2018,79,19
09/06/2018,73.2,20
09/06/2018,65,21
09/06/2018,61.6,22
09/06/2018,51.3,23
10/06/2018,64,0
10/06/2018,55.04,1
10/06/2018,49,2
10/06/2018,48.96,3
10/06/2018,46.98,4
10/06/2018,46,5
10/06/2018,44.17,6
10/06/2018,45,7
10/06/2018,46,8
10/06/2018,46.5,9
10/06/2018,60,10
10/06/2018,60,11
10/06/2018,60,12
10/06/2018,52.41,13
10/06/2018,46.5,14
10/06/2018,45.5,15
10/06/2018,45.4,16
10/06/2018,52.38,17
10/06/2018,55,18
10/06/2018,73,19
10/06/2018,74.2,20
10/06/2018,70.6,21
10/06/2018,66,22
10/06/2018,52.72,23
11/06/2018,56.52,0
11/06/2018,47.99,1
11/06/2018,46,2
11/06/2018,46.09,3
11/06/2018,46,4
11/06/2018,44,5
11/06/2018,47.77,6
11/06/2018,50.89,7
11/06/2018,58.12,8
11/06/2018,72,9
11/06/2018,76,10
11/06/2018,65.02,11
11/06/2018,54,12
11/06/2018,53.01,13
11/06/2018,47.4,14
11/06/2018,46,15
11/06/2018,46,16
11/06/2018,47.9,17
11/06/2018,64.98,18
11/06/2018,64.97,19
11/06/2018,58,20
11/06/2018,48,21
11/06/2018,52.99,22
11/06/2018,45.61,23
12/06/2018,54.9,0
12/06/2018,46.8,1
12/06/2018,45.86,2
12/06/2018,43.5,3
12/06/2018,40.6,4
12/06/2018,40,5
12/06/2018,44,6
12/06/2018,50,7
12/06/2018,53.65,8
12/06/2018,65,9
12/06/2018,69,10
12/06/2018,58.3,11
12/06/2018,58,12
12/06/2018,54,13
12/06/2018,48.98,14
12/06/2018,46.8,15
12/06/2018,46.79,16
12/06/2018,55.1,17
12/06/2018,69.96,18
12/06/2018,70,19
12/06/2018,61.95,20
12/06/2018,52,21
12/06/2018,53.82,22
12/06/2018,51,23
13/06/2018,55.3,0
13/06/2018,50.91,1
13/06/2018,46.5,2
13/06/2018,45.98,3
13/06/2018,41.9,4
13/06/2018,41.04,5
13/06/2018,43.74,6
13/06/2018,55,7
13/06/2018,59,8
13/06/2018,74.96,9
13/06/2018,70,10
13/06/2018,56,11
13/06/2018,52,12
13/06/2018,48.1,13
13/06/2018,53.4,14
13/06/2018,46,15
13/06/2018,46.1,16
13/06/2018,56,17
13/06/2018,55,18
13/06/2018,52.93,19
13/06/2018,55.03,20
13/06/2018,48.02,21
13/06/2018,54,22
13/06/2018,46.94,23
14/06/2018,42.4,0
14/06/2018,34.96,1
14/06/2018,34.41,2
14/06/2018,27.37,3
14/06/2018,24.43,4
14/06/2018,28.46,5
14/06/2018,32,6
14/06/2018,43.91,7
14/06/2018,53.1,8
14/06/2018,60.01,9
14/06/2018,54.49,10
14/06/2018,53.82,11
14/06/2018,50,12
14/06/2018,45.2,13
14/06/2018,41.69,14
14/06/2018,40,15
14/06/2018,37.6,16
14/06/2018,48,17
14/06/2018,60,18
14/06/2018,60.99,19
14/06/2018,59.6,20
14/06/2018,66.65,21
14/06/2018,70,22
14/06/2018,61.7,23
15/06/2018,55.03,0
15/06/2018,60.06,1
15/06/2018,56,2
15/06/2018,48.74,3
15/06/2018,45.26,4
15/06/2018,44.9,5
15/06/2018,51.07,6
15/06/2018,55.09,7
15/06/2018,55.74,8
15/06/2018,57.9,9
15/06/2018,60,10
15/06/2018,56,11
15/06/2018,50.57,12
15/06/2018,53.65,13
15/06/2018,51.42,14
15/06/2018,50.37,15
15/06/2018,48,16
15/06/2018,60.29,17
15/06/2018,69.9,18
15/06/2018,72.02,19
15/06/2018,72.28,20
15/06/2018,63,21
15/06/2018,58.02,22
15/06/2018,52.67,23
16/06/2018,55.3,0
16/06/2018,55.01,1
16/06/2018,58.89,2
16/06/2018,53.82,3
16/06/2018,46.22,4
16/06/2018,45,5
16/06/2018,40.7,6
16/06/2018,47.05,7
16/06/2018,43,8
16/06/2018,50,9
16/06/2018,68,10
16/06/2018,66,11
16/06/2018,59.2,12
16/06/2018,52.7,13
16/06/2018,47.02,14
16/06/2018,46,15
16/06/2018,40.95,16
16/06/2018,46,17
16/06/2018,52.48,18
16/06/2018,64.9,19
16/06/2018,70,20
16/06/2018,69.81,21
16/06/2018,69.77,22
16/06/2018,57,23
17/06/2018,58,0
17/06/2018,53.94,1
17/06/2018,52.95,2
17/06/2018,51.56,3
17/06/2018,45.94,4
17/06/2018,40.56,5
17/06/2018,35.28,6
17/06/2018,42.57,7
17/06/2018,25.17,8
17/06/2018,39.7,9
17/06/2018,51.25,10
17/06/2018,57.9,11
17/06/2018,59.5,12
17/06/2018,56.6,13
17/06/2018,52,14
17/06/2018,46.24,15
17/06/2018,45,16
17/06/2018,47.5,17
17/06/2018,67.48,18
17/06/2018,70,19
17/06/2018,70.05,20
17/06/2018,70,21
17/06/2018,60.19,22
17/06/2018,45.97,23
18/06/2018,55.8,0
18/06/2018,46.49,1
18/06/2018,40.58,2
18/06/2018,38,3
18/06/2018,35,4
18/06/2018,35,5
18/06/2018,41.77,6
18/06/2018,58,7
18/06/2018,60,8
18/06/2018,70.19,9
18/06/2018,70.7,10
18/06/2018,63,11
18/06/2018,56.8,12
18/06/2018,49.44,13
18/06/2018,47.2,14
18/06/2018,45.98,15
18/06/2018,45.99,16
18/06/2018,47.2,17
18/06/2018,60,18
18/06/2018,57.4,19
18/06/2018,55,20
18/06/2018,51.7,21
18/06/2018,49.99,22
18/06/2018,46.97,23
19/06/2018,55.2,0
19/06/2018,48.79,1
19/06/2018,41.93,2
19/06/2018,40.05,3
19/06/2018,44.91,4
19/06/2018,46.9,5
19/06/2018,53.36,6
19/06/2018,60,7
19/06/2018,50.2,8
19/06/2018,59.7,9
19/06/2018,67.53,10
19/06/2018,69.98,11
19/06/2018,69.54,12
19/06/2018,66,13
19/06/2018,57.45,14
19/06/2018,50.6,15
19/06/2018,50,16
19/06/2018,66,17
19/06/2018,68,18
19/06/2018,65.01,19
19/06/2018,60,20
19/06/2018,53.65,21
19/06/2018,53.35,22
19/06/2018,51,23
20/06/2018,57,0
20/06/2018,55,1
20/06/2018,44.95,2
20/06/2018,40,3
20/06/2018,36.93,4
20/06/2018,38.49,5
20/06/2018,41.98,6
20/06/2018,51.99,7
20/06/2018,47.91,8
20/06/2018,53.16,9
20/06/2018,55.93,10
20/06/2018,52,11
20/06/2018,52,12
20/06/2018,52.54,13
20/06/2018,47.8,14
20/06/2018,47.04,15
20/06/2018,47.04,16
20/06/2018,60.6,17
20/06/2018,71,18
20/06/2018,74.98,19
20/06/2018,65,20
20/06/2018,53,21
20/06/2018,50.6,22
20/06/2018,48,23
21/06/2018,64.4,0
21/06/2018,55,1
21/06/2018,48.93,2
21/06/2018,37.3,3
21/06/2018,34.92,4
21/06/2018,32.06,5
21/06/2018,38.7,6
21/06/2018,50.98,7
21/06/2018,52.05,8
21/06/2018,60,9
21/06/2018,56.09,10
21/06/2018,53,11
21/06/2018,50.21,12
21/06/2018,48.2,13
21/06/2018,48,14
21/06/2018,47.97,15
21/06/2018,45.74,16
21/06/2018,52.7,17
21/06/2018,57.11,18
21/06/2018,69.9,19
21/06/2018,65.1,20
21/06/2018,65,21
21/06/2018,65,22
21/06/2018,56,23
22/06/2018,55.05,0
22/06/2018,51.98,1
22/06/2018,43.4,2
22/06/2018,41,3
22/06/2018,39.94,4
22/06/2018,39.92,5
22/06/2018,40.03,6
22/06/2018,55.01,7
22/06/2018,50,8
22/06/2018,65.3,9
22/06/2018,65.29,10
22/06/2018,54.27,11
22/06/2018,49.5,12
22/06/2018,45.45,13
22/06/2018,45.44,14
22/06/2018,44.74,15
22/06/2018,45.44,16
22/06/2018,55.5,17
22/06/2018,63.3,18
22/06/2018,71.79,19
22/06/2018,69.91,20
22/06/2018,65,21
22/06/2018,55,22
22/06/2018,47.97,23
23/06/2018,56.5,0
23/06/2018,52.04,1
23/06/2018,49.6,2
23/06/2018,44.94,3
23/06/2018,43.89,4
23/06/2018,43.06,5
23/06/2018,40,6
23/06/2018,45,7
23/06/2018,44.96,8
23/06/2018,56,9
23/06/2018,58.8,10
23/06/2018,57,11
23/06/2018,49,12
23/06/2018,44.06,13
23/06/2018,43.2,14
23/06/2018,43.03,15
23/06/2018,43.38,16
23/06/2018,45,17
23/06/2018,56.8,18
23/06/2018,63,19
23/06/2018,63,20
23/06/2018,64,21
23/06/2018,60,22
23/06/2018,60,23
24/06/2018,55.02,0
24/06/2018,49.2,1
24/06/2018,51.09,2
24/06/2018,52,3
24/06/2018,45.94,4
24/06/2018,43.5,5
24/06/2018,41.1,6
24/06/2018,43.19,7
24/06/2018,43.71,8
24/06/2018,48,9
24/06/2018,50.9,10
24/06/2018,56.8,11
24/06/2018,56,12
24/06/2018,56,13
24/06/2018,48.08,14
24/06/2018,44.64,15
24/06/2018,46.01,16
24/06/2018,49,17
24/06/2018,51.4,18
24/06/2018,67.91,19
24/06/2018,68,20
24/06/2018,68.75,21
24/06/2018,65,22
24/06/2018,57.2,23
25/06/2018,52.7,0
25/06/2018,50.97,1
25/06/2018,49.08,2
25/06/2018,45.74,3
25/06/2018,45.49,4
25/06/2018,45.29,5
25/06/2018,45.98,6
25/06/2018,51,7
25/06/2018,53.9,8
25/06/2018,58.1,9
25/06/2018,60.4,10
25/06/2018,51.88,11
25/06/2018,50,12
25/06/2018,46.07,13
25/06/2018,46,14
25/06/2018,45.64,15
25/06/2018,46.06,16
25/06/2018,62.99,17
25/06/2018,70,18
25/06/2018,78.03,19
25/06/2018,74.92,20
25/06/2018,71.7,21
25/06/2018,68.82,22
25/06/2018,52,23
26/06/2018,55.9,0
26/06/2018,49,1
26/06/2018,45.97,2
26/06/2018,45.46,3
26/06/2018,44.3,4
26/06/2018,43.92,5
26/06/2018,45.8,6
26/06/2018,54.92,7
26/06/2018,60.7,8
26/06/2018,67,9
26/06/2018,65,10
26/06/2018,54.4,11
26/06/2018,47.9,12
26/06/2018,45.71,13
26/06/2018,45.06,14
26/06/2018,44.39,15
26/06/2018,45.62,16
26/06/2018,64.02,17
26/06/2018,72,18
26/06/2018,80,19
26/06/2018,73,20
26/06/2018,64,21
26/06/2018,57.99,22
26/06/2018,48,23
27/06/2018,53.7,0
27/06/2018,46,1
27/06/2018,45.15,2
27/06/2018,42.53,3
27/06/2018,43.17,4
27/06/2018,42.48,5
27/06/2018,45.78,6
27/06/2018,51.19,7
27/06/2018,54.99,8
27/06/2018,59.52,9
27/06/2018,60,10
27/06/2018,56,11
27/06/2018,54,12
27/06/2018,53.1,13
27/06/2018,48.45,14
27/06/2018,47.01,15
27/06/2018,50.7,16
27/06/2018,62,17
27/06/2018,71,18
27/06/2018,73.23,19
27/06/2018,65.1,20
27/06/2018,53.5,21
27/06/2018,54,22
27/06/2018,47,23
28/06/2018,51,0
28/06/2018,46.85,1
28/06/2018,44.56,2
28/06/2018,43,3
28/06/2018,43.68,4
28/06/2018,42.93,5
28/06/2018,46.78,6
28/06/2018,50.1,7
28/06/2018,54.21,8
28/06/2018,62.7,9
28/06/2018,63.48,10
28/06/2018,57.68,11
28/06/2018,52.7,12
28/06/2018,49,13
28/06/2018,48.97,14
28/06/2018,48.93,15
28/06/2018,47.94,16
28/06/2018,66,17
28/06/2018,74,18
28/06/2018,76,19
28/06/2018,71,20
28/06/2018,65.02,21
28/06/2018,56,22
28/06/2018,46.52,23
29/06/2018,55.09,0
29/06/2018,50,1
29/06/2018,46.78,2
29/06/2018,45.98,3
29/06/2018,45.83,4
29/06/2018,44.9,5
29/06/2018,45.92,6
29/06/2018,49.5,7
29/06/2018,56.93,8
29/06/2018,72.2,9
29/06/2018,69.97,10
29/06/2018,62,11
29/06/2018,54.09,12
29/06/2018,48.93,13
29/06/2018,46.64,14
29/06/2018,46.63,15
29/06/2018,46.62,16
29/06/2018,54,17
29/06/2018,65,18
29/06/2018,70,19
29/06/2018,62.6,20
29/06/2018,50.7,21
29/06/2018,54,22
29/06/2018,48.79,23
30/06/2018,56,0
30/06/2018,49.92,1
30/06/2018,46.5,2
30/06/2018,45,3
30/06/2018,43.9,4
30/06/2018,41.59,5
30/06/2018,41.3,6
30/06/2018,45,7
30/06/2018,50.03,8
30/06/2018,70,9
30/06/2018,76.86,10
30/06/2018,71.7,11
30/06/2018,55.8,12
30/06/2018,44.13,13
30/06/2018,41.5,14
30/06/2018,40.17,15
30/06/2018,36.44,16
30/06/2018,41.56,17
30/06/2018,46.1,18
30/06/2018,58.9,19
30/06/2018,64,20
30/06/2018,58.15,21
30/06/2018,53.6,22
30/06/2018,45.92,23
01/07/2018,66.4,0
01/07/2018,54,1
01/07/2018,54,2
01/07/2018,47.2,3
01/07/2018,42.99,4
01/07/2018,44,5
01/07/2018,42.72,6
01/07/2018,44,7
01/07/2018,46.92,8
01/07/2018,52,9
01/07/2018,49.91,10
01/07/2018,61.02,11
01/07/2018,60,12
01/07/2018,50,13
01/07/2018,43.9,14
01/07/2018,40,15
01/07/2018,43.1,16
01/07/2018,54.2,17
01/07/2018,53,18
01/07/2018,62,19
01/07/2018,64.2,20
01/07/2018,70,21
01/07/2018,64.56,22
01/07/2018,57.93,23
02/07/2018,63.4,0
02/07/2018,44,1
02/07/2018,38.5,2
02/07/2018,41.2,3
02/07/2018,44,4
02/07/2018,43.9,5
02/07/2018,45.21,6
02/07/2018,52,7
02/07/2018,49.81,8
02/07/2018,55,9
02/07/2018,58.16,10
02/07/2018,59.9,11
02/07/2018,59,12
02/07/2018,56.4,13
02/07/2018,52.27,14
02/07/2018,54.2,15
02/07/2018,55.6,16
02/07/2018,58,17
02/07/2018,65,18
02/07/2018,66.3,19
02/07/2018,70,20
02/07/2018,51.1,21
02/07/2018,49.78,22
02/07/2018,46.48,23
03/07/2018,55.01,0
03/07/2018,46.9,1
03/07/2018,46,2
03/07/2018,44.32,3
03/07/2018,45.99,4
03/07/2018,45,5
03/07/2018,45.85,6
03/07/2018,52.93,7
03/07/2018,56.09,8
03/07/2018,57.09,9
03/07/2018,57.06,10
03/07/2018,57.1,11
03/07/2018,56.89,12
03/07/2018,56.66,13
03/07/2018,56.2,14
03/07/2018,56.09,15
03/07/2018,57.87,16
03/07/2018,69.7,17
03/07/2018,70.9,18
03/07/2018,73.77,19
03/07/2018,70,20
03/07/2018,62,21
03/07/2018,58.9,22
03/07/2018,55.69,23
04/07/2018,54.01,0
04/07/2018,48.42,1
04/07/2018,47,2
04/07/2018,45.98,3
04/07/2018,45.85,4
04/07/2018,45.88,5
04/07/2018,47.86,6
04/07/2018,55.01,7
04/07/2018,56.66,8
04/07/2018,63.76,9
04/07/2018,66.71,10
04/07/2018,63.76,11
04/07/2018,65,12
04/07/2018,64.87,13
04/07/2018,64.5,14
04/07/2018,61.5,15
04/07/2018,63.67,16
04/07/2018,73.78,17
04/07/2018,71,18
04/07/2018,74.9,19
04/07/2018,69,20
04/07/2018,62.07,21
04/07/2018,58,22
04/07/2018,53.07,23
05/07/2018,63.93,0
05/07/2018,49.68,1
05/07/2018,45.79,2
05/07/2018,45.32,3
05/07/2018,42.96,4
05/07/2018,42.94,5
05/07/2018,47,6
05/07/2018,52.39,7
05/07/2018,55.57,8
05/07/2018,60,9
05/07/2018,62,10
05/07/2018,56,11
05/07/2018,55.79,12
05/07/2018,55.59,13
